SS;TIPO_ERRO;DESC_ERRO;CÓD_ERRO;DETALHES_ERRO;VALOR_PECA;VALOR_TOTAL
7844477;PARTIDA INICIAL;;;;0;0
7844611;CHAMADO CANCELADO;;;;0;0
7844615;CHAMADO CANCELADO;;;;0;0
7844713;PARTIDA INICIAL;;;;0;1184,8
7844715;PARTIDA INICIAL;;;;0;0
7844731;PARTIDA INICIAL;;;;0;784,8
7844735;PARTIDA INICIAL;;;;0;0
7844741;CPU;REPROGRAMAÇÃO;;;0;1143,1
7844813;CPU;REPROGRAMAÇÃO;;;0;0
7844821;CPU;ATUALIZAÇÃO DE VERSÃO;;;459,12;1000,92
7844859;OUTROS;;;;0;0
7844889;BICO;TROCA DO BICO POR VAZAMENTO NA PONTEIRA;;;0;0
7844953;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;PRESENCIAL;0;1824,7
7845025;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;PRESENCIAL;0;215
7845147;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;325,2
7845233;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;290,4
7845255;PARTIDA INICIAL;;;;0;1122,5
7845259;PARTIDA INICIAL;;;;0;0
7845311;PARTIDA INICIAL;;;;0;922,5
7845319;PARTIDA INICIAL;;;;0;0
7845321;PARTIDA INICIAL;;;;0;0
7845339;PARTIDA INICIAL;;;;0;683,7
7845469;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;PRESENCIAL;0;576,6
7845479;CPU;ATUALIZAÇÃO DE VERSÃO;;;0;0
7845483;MODO DE FALHA NÃO CLASSIFICADO;;;;0;215
7845567;CHAMADO INDEVIDO;LIMPEZA/DESTRAVAMENTO DO EIXO E ROTOR DA COMPACTA;;BIODIESEL;0;1030
7845575;BICO;TROCA DO BICO POR VAZAMENTO NA PONTEIRA;;;0;0
7845577;MANGUEIRA;TROCA POR DANO NO CORPO DA MANGUEIRA OU APARECIMENTO DE BOLHAS;;;0;0
7845593;MANGUEIRA;TROCA POR VAZAMENTO NO TERMINAL GIRATÓRIO;;;0;304,9
7845615;CHAMADO INDEVIDO;LIMPEZA DO FILTRO DA COMPACTA;;;0;0
7845621;VISITA IMPRODUTIVA;EQUIPAMENTO FUNCIONANDO NORMALMENTE - PROBLEMA DE OPERAÇÃO;;;0;0
7845667;CPU;CORREÇÃO DE ERRO;E523 - ERRO DE SINAL DE FEEDBACK DE MOTOR;;0;215
7845693;OUTROS;;;;0;0
7845705;OUTROS;;;;0;0
7845729;PARTIDA INICIAL;;;;0;793
7845735;PARTIDA INICIAL;;;;0;1452,5
7845739;PARTIDA INICIAL;COM FALHA;;;0;0
7845789;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;838,6
7845801;OUTROS;;;;0;0
7845805;OUTROS;;;;0;0
7845817;CPU;REPROGRAMAÇÃO;;;0;215
7845851;OUTROS;;;;0;0
7845859;OUTROS;;;;0;0
7845931;RECEPTÁCULO;TROCA DA MOLA;;;0;559,2
7845945;OUTROS;;;;0;0
7846065;PARTIDA INICIAL;;;;0;791,4
7846067;PARTIDA INICIAL;;;;0;0
7846071;CPU;CORREÇÃO DE ERRO;E703 - DISPLAY INVALIDOU TRANSAÇÃO ASSINADA;;0;607,5
7846075;CPU;ATUALIZAÇÃO DE VERSÃO;;;0;0
7846079;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;1311,4
7846081;OUTROS;;;;0;0
7846083;OUTROS;;;;0;0
7846089;CPU;CORREÇÃO DE ERRO;E703 - DISPLAY INVALIDOU TRANSAÇÃO ASSINADA;;0;0
7846093;MODO DE FALHA NÃO CLASSIFICADO;;;;0;0
7846103;PARTIDA INICIAL;;;;0;546,5
7846115;BICO;TROCA DO BICO POR VAZAMENTO NA PONTEIRA;;;0;541,8
7846121;PARTIDA INICIAL;;;;0;0
7846123;PARTIDA INICIAL;;;;0;1319,1
7846125;PARTIDA INICIAL;;;;0;0
7846127;PARTIDA INICIAL;;;;0;0
7846241;OUTROS;;;;0;0
7846243;OUTROS;;;;0;0
7846245;OUTROS;;;;0;0
7846247;OUTROS;;;;0;0
7846251;OUTROS;;;;0;0
7846255;OUTROS;;;;0;0
7846259;OUTROS;;;;0;0
7846261;OUTROS;;;;0;0
7846265;OUTROS;;;;0;0
7846325;VÁLVULA SOLENÓIDE;TROCA DA VÁLVULA;;;0;215
7846343;BLOCO MEDIDOR;CALIBRAÇÃO POR AFERIÇÃO NÃO CONFORME;;;0;0
7846511;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;0
7846519;PARTIDA INICIAL;;;;0;576,6
7846557;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;1105,4
7846591;PARTIDA INICIAL;;;;0;549,2
7846597;BICO;TROCA DO BICO POR VAZAMENTO NA PONTEIRA;;;0;666,5
7846717;MANGUEIRA ;;;;1946,65;1946,65
7847047;CPU;ATUALIZAÇÃO DE VERSÃO;;;0;1088
7847051;CPU;ATUALIZAÇÃO DE VERSÃO;;;0;0
7847053;CPU;REPROGRAMAÇÃO;;;0;890,8
7847057;CPU;REPROGRAMAÇÃO;;;0;0
7847055;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;304,9
7847061;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;1784,1
7847065;CPU;REPROGRAMAÇÃO;;;0;695,5
7847069;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;1143,1
7847073;BLOCO MEDIDOR;CALIBRAÇÃO POR AFERIÇÃO NÃO CONFORME;;;0;1099,6
7847075;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;215
7847105;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;244
7847185;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;PRESENCIAL;0;215
7847291;PARTIDA INICIAL;;;;0;1300,9
7847339;CPU;REPROGRAMAÇÃO;;;0;821,2
7847345;PARTIDA INICIAL;;;;0;0
7847349;PARTIDA INICIAL;;;;0;0
7847463;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;336,8
7847533;PARTIDA INICIAL;;;;0;603,5
7847537;PARTIDA INICIAL;;;;0;0
7847547;PARTIDA INICIAL;;;;0;0
7847641;PARTIDA INICIAL;;;;0;1522,7
7847655;PARTIDA INICIAL;;;;0;0
7847661;PARTIDA INICIAL;COM FALHA;;;0;0
7847665;PARTIDA INICIAL;COM FALHA;;;0;0
7847727;OUTROS;;;;0;0
7847729;OUTROS;;;;0;0
7847771;PARTIDA INICIAL;;;;0;1243,7
7847771;PARTIDA INICIAL;;;;0;1243,7
7847987;PARTIDA INICIAL;;;;0;1412,6
7847989;PARTIDA INICIAL;;;;0;0
7847997;PARTIDA INICIAL;;;;0;870
7847999;PARTIDA INICIAL;COM FALHA;;;0;0
7848001;PARTIDA INICIAL;;;;0;0
7848003;PARTIDA INICIAL;;;;0;365
7848007;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;1845
7848307;CHAMADO INDEVIDO;OUTROS;;;0;296,2
7848079;MODO DE FALHA NÃO CLASSIFICADO;;;;0;296,2
7848353;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;;0;0
7848365;TECLADO;MAU CONTATO NO CABO;;;0;565
7848379;BLOCO MEDIDOR;CALIBRAÇÃO POR AFERIÇÃO NÃO CONFORME;;;0;1317,2
7848403;OUTROS;;;;0;0
7848431;CPU;TROCA POR OUTROS MOTIVOS;;;1032,32;1669,82
7848609;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;;0;0
7848615;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;;0;0
7848619;OUTROS;;;;0;0
7848623;PARTIDA INICIAL;;;;0;776,1
7848625;CPU;ATUALIZAÇÃO DE VERSÃO;;;0;244
7848621;OUTROS;;;;0;0
7848631;PARTIDA INICIAL;;;;0;0
7848665;BICO;TROCA DO BICO POR VAZAMENTO NA PONTEIRA;;;160,74;632,94
7848751;PARTIDA INICIAL;;;;0;3564
7848753;PARTIDA INICIAL;;;;0;0
7848759;PARTIDA INICIAL;;;;0;0
7848817;CHAMADO INDEVIDO;LIMPEZA DO FILTRO DA COMPACTA;;GASOLINA;0;1059
7848823;CHAMADO INDEVIDO;LIMPEZA/DESTRAVAMENTO DO EIXO E ROTOR DA COMPACTA;;BIODIESEL;0;649,1
7848825;VISITA IMPRODUTIVA;EQUIPAMENTO FUNCIONANDO NORMALMENTE;;;0;0
7848845;OUTROS;;;;0;0
7848849;PARTIDA INICIAL;;;;0;2433,7
7848853;PARTIDA INICIAL;;;;0;0
7848903;PARTIDA INICIAL;;;;0;735
7848907;CPU;CANAL DE COMUNICAÇÃO COM O SISTEMA DE AUTOMAÇÃO;;;0;215
7848917;PARTIDA INICIAL;;;;0;1078,6
7848919;PARTIDA INICIAL;;;;0;0
7848921;PARTIDA INICIAL;;;;0;0
7848945;TECLADO;MEMBRANA;;;9,07;899,87
7848983;MODO DE FALHA NÃO CLASSIFICADO;;;;0;1340,4
7849085;CHAMADO CANCELADO;;;;0;0
7849089;CHAMADO CANCELADO;;;;0;0
7849233;BLOCO MEDIDOR;TROCA DOS DISCOS MAGNÉTICOS;;BIODIESEL;499,83;1428,33
7849251;MULTIMÍDIA;OUTROS;;;0;653,33
7849229;PARTIDA INICIAL;;;;0;1172,4
7849235;PARTIDA INICIAL;;;;0;0
7849237;PARTIDA INICIAL;;;;0;0
7849241;PARTIDA INICIAL;;;;0;0
7849245;PARTIDA INICIAL;;;;0;0
7849249;PARTIDA INICIAL;;;;0;0
7849267;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;1169,2
7849365;PARTIDA INICIAL;;;;0;265
7849367;CHAMADO CANCELADO;;;;0;0
7849393;PARTIDA INICIAL;;;;0;1390,1
7849397;PARTIDA INICIAL;;;;0;0
7849401;PARTIDA INICIAL;;;;0;0
7849403;PARTIDA INICIAL;;;;0;0
7849405;PARTIDA INICIAL;;;;0;0
7849405;PARTIDA INICIAL;;;;0;0
7849413;PARTIDA INICIAL;;;;0;763,8
7849421;BLOCO MEDIDOR;TROCA DO BLOCO POR OUTRAS CAUSAS;;;0;672,3
7849427;PARTIDA INICIAL;;;;0;1247,7
7849431;PARTIDA INICIAL;;;;0;0
7849441;PARTIDA INICIAL;;;;0;0
7849499;PARTIDA INICIAL;;;;0;5028,4
7849501;PARTIDA INICIAL;;;;0;0
7849503;PARTIDA INICIAL;;;;0;0
7849507;PARTIDA INICIAL;;;;0;0
7849509;PARTIDA INICIAL;;;;0;0
7849511;PARTIDA INICIAL;;;;0;0
7849513;PARTIDA INICIAL;;;;0;0
7849515;PARTIDA INICIAL;;;;0;0
7849517;PARTIDA INICIAL;;;;0;624,6
7849551;OUTROS;;;;0;0
7849553;OUTROS;;;;0;0
7849559;PARTIDA INICIAL;;;;0;1221,3
7849561;PARTIDA INICIAL;;;;0;0
7849565;OUTROS;;;;0;0
7849569;PARTIDA INICIAL;;;;0;1599,3
7849571;PARTIDA INICIAL;;;;0;0
7849601;OUTROS;;;;0;0
7849597;BICO;TROCA DO BICO POR VAZAMENTO NA PONTEIRA;;;0;856
7849603;CHAMADO INDEVIDO;LIMPEZA DA CHECK VÁLVULA DA COMPACTA;;;0;0
7849621;CHAMADO INDEVIDO;OUTROS;;;0;1320,1
7849733;CPU;CORREÇÃO DE ERRO;E630 - EXCEDIDO Nº MÁX DE TENTATIVAS DE ACESSO CONSECUTIVOS DO WSA;;0;0
7849741;RECEPTÁCULO;AJUSTE DO SENSOR/FIXAÇÃO DO CLIP;;;0;643,3
7849779;BICO;TROCA DO BICO POR VAZAMENTO NA PONTEIRA;;;95,91;1210,01
7849859;OUTROS;;;;0;0
7849861;OUTROS;;;;0;0
7849909;MODO DE FALHA NÃO CLASSIFICADO;;;;0;0
7849957;OUTROS;;;;0;0
7849969;PARTIDA INICIAL;;;;0;558,5
7849973;PARTIDA INICIAL;;;;0;0
7849975;PARTIDA INICIAL;;;;0;0
7849979;PARTIDA INICIAL;;;;0;0
7849991;BICO;TROCA DO BICO POR DESARME ANTES DO TERMINO DO ABASTECIMENTO;;;0;215
7849999;PARTIDA INICIAL;COM FALHA;;;0;1482,5
7850017;PARTIDA INICIAL;;;;0;1251,6
7850069;PARTIDA INICIAL;;;;0;0
7850073;PARTIDA INICIAL;;;;0;0
7850079;PARTIDA INICIAL;;;;0;0
7850111;PARTIDA INICIAL;;;;0;1496,9
7850113;PARTIDA INICIAL;;;;0;0
7850115;PARTIDA INICIAL;;;;0;0
7850135;BICO;TROCA DO BICO NÃO DESARMA;;;80,37;80,37
7850211;CPU;REPROGRAMAÇÃO;;;0;1064,8
7850209;PARTIDA INICIAL;;;;0;512,2
7850213;CPU;CORREÇÃO DE ERRO;E523 - ERRO DE SINAL DE FEEDBACK DE MOTOR;;0;0
7850229;OUTROS;;;;0;0
7850233;OUTROS;;;;0;0
7850247;MODO DE FALHA NÃO CLASSIFICADO;;;;0;692,6
7850245;OUTROS;;;;0;0
7850345;PARTIDA INICIAL;;;;0;444
7850353;PARTIDA INICIAL;;;;0;0
7850355;PARTIDA INICIAL;;;;0;0
7850357;PARTIDA INICIAL;;;;0;0
7850371;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;486,7
7850383;OUTROS;;;;0;0
7850563;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;215
7850533;OUTROS;;;;0;0
7850583;BICO;TROCA DO BICO POR VAZAMENTO NA PONTEIRA;;;0;1349,1
7850603;BICO;TROCA DO BICO POR VAZAMENTO NA PONTEIRA;;;0;815,4
7850615;BLOCO MEDIDOR;TROCA DO BLOCO POR NÃO ACEITAR CALIBRAÇÃO;;;0;241,1
7850689;CPU;REPROGRAMAÇÃO;;;0;1386,8
7850681;CPU;ATUALIZAÇÃO DE VERSÃO;;;0;1706,8
7850683;CPU;ATUALIZAÇÃO DE VERSÃO;;;0;0
7850691;CPU;REPROGRAMAÇÃO;;;0;0
7850939;CPU;CORREÇÃO DE ERRO;E703 - DISPLAY INVALIDOU TRANSAÇÃO ASSINADA;;0;215
7850941;RECEPTÁCULO;TROCA DA MOLA;;;0;287,5
7850943;OUTROS;;;;0;0
7850945;PARTIDA INICIAL;;;;0;671,7
7850957;PARTIDA INICIAL;;;;0;981,8
7850959;PARTIDA INICIAL;;;;0;0
7850961;PARTIDA INICIAL;;;;0;0
7850963;PARTIDA INICIAL;;;;0;0
7850965;PARTIDA INICIAL;;;;0;0
7850973;OUTROS;;;;0;0
7850971;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;PRESENCIAL;0;556,3
7850977;PARTIDA INICIAL;;;;0;955,9
7850985;MULTIMÍDIA;TROCA DO TECLADO POR FALHA DE SENSIBILIDADE;;;0;914
7850999;PARTIDA INICIAL;;;;0;1259,8
7851003;PARTIDA INICIAL;;;;0;0
7851007;PARTIDA INICIAL;;;;0;0
7851009;PARTIDA INICIAL;;;;0;0
7851011;PARTIDA INICIAL;;;;0;0
7851015;PARTIDA INICIAL;;;;0;0
7851119;PARTIDA INICIAL;;;;0;1399,6
7851121;PARTIDA INICIAL;;;;0;0
7851157;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;444
7851329;BICO;TROCA DO BICO POR VAZAMENTO NA PONTEIRA;;;0;215
7851343;PARTIDA INICIAL;;;;0;412,9
7851393;OUTROS;;;;0;0
7851397;OUTROS;;;;0;0
7851435;PARTIDA INICIAL;;;;0;780
7851421;PULSER;TROCA DO PULSER;;;591,76;591,76
7851451;OUTROS;;;;0;0
7851447;PARTIDA INICIAL;;;;0;0
7851459;PARTIDA INICIAL;;;;0;0
7851461;BICO;TROCA DO BICO POR VAZAMENTO NA PONTEIRA;;;171,18;171,18
7851471;PARTIDA INICIAL;;;;0;0
7851487;PARTIDA INICIAL;;;;0;0
7851491;PARTIDA INICIAL;;;;0;0
7851499;PARTIDA INICIAL;;;;0;0
7852251;BLOCO MEDIDOR;CALIBRAÇÃO POR AFERIÇÃO NÃO CONFORME;;;0;1012,6
7852267;MODO DE FALHA NÃO CLASSIFICADO;;;;0;215
7852275;VISITA IMPRODUTIVA;EQUIPAMENTO FUNCIONANDO NORMALMENTE;;;0;0
7852303;BLOCO MEDIDOR;TROCA DO BLOCO POR NÃO ACEITAR CALIBRAÇÃO;;;0;215
7852309;BLOCO MEDIDOR;TROCA DO BLOCO POR OUTRAS CAUSAS;;BIODIESEL;0;0
7852311;BLOCO MEDIDOR;TROCA DO BLOCO POR OUTRAS CAUSAS;;BIODIESEL;0;0
7852313;PARTIDA INICIAL;;;;0;413,6
7852331;CPU;ATUALIZAÇÃO DE VERSÃO;;;0;258,5
7852337;OUTROS;;;;0;0
7852403;PARTIDA INICIAL;;;;0;998,5
7852421;PARTIDA INICIAL;;;;0;0
7852423;PARTIDA INICIAL;;;;0;0
7852463;OUTROS;;;;0;0
7852529;CPU;REPROGRAMAÇÃO;;;0;565
7852553;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;PRESENCIAL;0;264,3
7852567;CPU;ATUALIZAÇÃO DE VERSÃO;;;0;576,6
7852615;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;;0;0
7852617;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;;0;0
7852625;CPU;REPROGRAMAÇÃO;;;0;582,4
7852699;MOTOR;AJUSTE DA POLIA;;;0;922,7
7852925;BICO;TROCA DO BICO POR VAZAMENTO NA PONTEIRA;;;0;541,8
7852927;BICO ;;;;171,18;171,18
7852929;MULTIMÍDIA;TROCA DO TECLADO POR FALHA DE SENSIBILIDADE;;;65,42;520,32
7852933;VÁLVULA SOLENÓIDE;TROCA DA VÁLVULA DEVIDO BOBINA QUEIMADA;;;801,86;1071,96
7852939;VÁLVULA SOLENÓIDE;;;;153,04;720,94
7852943;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;;0;0
7852945;MODO DE FALHA NÃO CLASSIFICADO;;;;0;215
7852993;CPU;CORREÇÃO DE ERRO;E703 - DISPLAY INVALIDOU TRANSAÇÃO ASSINADA;;0;0
7853211;MODO DE FALHA NÃO CLASSIFICADO;;;;0;215
7853303;DISPLAY;TROCA DO CABO;;;77,53;968,33
7853307;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;0
7853311;CPU;CORREÇÃO DE ERRO;E141 - ERRO DE CRC RAM ETHERNET CONFIG JSON;;0;0
7853347;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;0
7853437;CHAMADO INDEVIDO;PROBLEMA NA INSTALAÇÃO;;;0;215
7853435;CHAMADO INDEVIDO;LIMPEZA DO FILTRO DA COMPACTA;;;0;777,7
7853439;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;PRESENCIAL;0;925,6
7853455;CPU;REPROGRAMAÇÃO;;;0;215
7853459;CPU;CORREÇÃO DE ERRO;E703 - DISPLAY INVALIDOU TRANSAÇÃO ASSINADA;;0;0
7853539;MODO DE FALHA NÃO CLASSIFICADO;;;;0;1998,7
7853537;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;914
7853541;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;1311,4
7853545;BICO;TROCA DO BICO POR PROBLEMA NO SENSOR;;;0;261,4
7853559;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;PRESENCIAL;0;0
7853613;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;666,5
7853605;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;310,7
7853653;CPU;REPROGRAMAÇÃO;;;0;215
7853751;BICO;TROCA DO BICO POR VAZAMENTO NO GATILHO;;;324,41;539,41
7853885;OUTROS;;;;0;0
7853887;OUTROS;;;;0;0
7854059;PARTIDA INICIAL;;;;0;320,1
7854079;PARTIDA INICIAL;;;;0;2697,8
7854081;PARTIDA INICIAL;;;;0;0
7854083;PARTIDA INICIAL;;;;0;0
7854087;PARTIDA INICIAL;;;;0;0
7854089;PARTIDA INICIAL;;;;0;0
7854093;PARTIDA INICIAL;;;;0;597,7
7854095;PARTIDA INICIAL;;;;0;0
7854097;PARTIDA INICIAL;;;;0;0
7854099;PARTIDA INICIAL;;;;0;0
7854299;OUTROS;;;;0;0
7854301;OUTROS;;;;0;0
7854303;OUTROS;;;;0;0
7854315;MOTOR;TROCA DO MOTOR POR ERRO DE TENSÃO;;;3331,55;6301,2
7854313;CPU;CORREÇÃO DE ERRO;E702 - DSP – (MISSMATCH) ERRO NA CHAVE PÚBLICA;;0;1166,3
7854319;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;215
7854321;PARTIDA INICIAL;;;;0;265
7854329;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;1076,4
7854341;CHAMADO INDEVIDO;LIMPEZA DA VÁLVULA SOLENÓIDE;;;0;683,9
7854389;BICO;TROCA DO BICO POR VAZAMENTO NA PONTEIRA;;;0;354,2
7854403;CPU;CORREÇÃO DE ERRO;E523 - ERRO DE SINAL DE FEEDBACK DE MOTOR;;0;215
7854409;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;707,1
7854479;CPU;TROCA POR OUTROS MOTIVOS;;;0;0
7854497;PARTIDA INICIAL;;;;0;727,5
7854611;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;;0;0
7854605;OUTROS;;;;0;0
7854621;OUTROS;;;;0;0
7854625;TECLADO;PLACA TOUCH INOPERANTE;;;0;232,4
7854651;CPU;CORREÇÃO DE ERRO;E703 - DISPLAY INVALIDOU TRANSAÇÃO ASSINADA;;0;0
7854655;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;;0;0
7854751;PARTIDA INICIAL;;;;0;785,9
7854755;PARTIDA INICIAL;;;;0;0
7854757;PARTIDA INICIAL;;;;0;0
7854805;CPU;REPROGRAMAÇÃO;;;0;893,2
7854893;CPU;REPROGRAMAÇÃO;;;0;643,3
7854895;OUTROS;;;;0;0
7854897;OUTROS;;;;0;0
7854899;OUTROS;;;;0;0
7854905;PARTIDA INICIAL;;;;0;472,2
7854903;RECEPTÁCULO;TROCA DA MOLA;;;0;287,5
7854907;PARTIDA INICIAL;;;;0;740,1
7854911;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;1021,3
7854929;PARTIDA INICIAL;;;;0;976,1
7854933;PARTIDA INICIAL;;;;0;0
7854939;PARTIDA INICIAL;;;;0;0
7854955;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;518,6
7855027;VISITA IMPRODUTIVA;EQUIPAMENTO FUNCIONANDO NORMALMENTE - PROBLEMA DE OPERAÇÃO;;;0;354,2
7855031;OUTROS;;;;0;0
7855073;OUTROS;;;;0;0
7855109;CPU;REPROGRAMAÇÃO;;;0;559,2
7855121;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;472,2
7855183;CPU;REPROGRAMAÇÃO;;;0;342,6
7855165;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;0
7855185;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;0
7855199;OUTROS;;;;0;0
7855207;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;215
7855297;MOTOR;TROCA DO MOTOR POR SOBREAQUECIMENTO;;;0;812,5
7855315;CPU;CORREÇÃO DE ERRO;E703 - DISPLAY INVALIDOU TRANSAÇÃO ASSINADA;;0;0
7855401;BLOCO MEDIDOR;;;;0;0
7855439;BICO;TROCA DO BICO POR VAZAMENTO NA PONTEIRA;;;0;1352
7855461;OUTROS;;;;0;0
7855501;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;0
7855585;OUTROS;;;;0;0
7855591;OUTROS;;;;0;0
7855589;CPU;CORREÇÃO DE ERRO;E630 - EXCEDIDO Nº MÁX DE TENTATIVAS DE ACESSO CONSECUTIVOS DO WSA;;0;0
7855603;OUTROS;;;;0;0
7855605;CPU;CORREÇÃO DE ERRO;E700 - DSP - FALHA EM RECUPERAR DADOS CRÍTICOS;;0;1143,1
7855619;OUTROS;;;;0;0
7855623;VISITA IMPRODUTIVA;EQUIPAMENTO FUNCIONANDO NORMALMENTE;;;0;0
7855621;OUTROS;;;;0;0
7855685;VISITA IMPRODUTIVA;EQUIPAMENTO FUNCIONANDO NORMALMENTE;;;0;0
7855679;MODO DE FALHA NÃO CLASSIFICADO;;;;0;0
7855695;CPU;ATUALIZAÇÃO DE VERSÃO;;;0;1092,6
7855713;CPU;ATUALIZAÇÃO DE VERSÃO;;;0;0
7855723;CPU;ATUALIZAÇÃO DE VERSÃO;;;0;0
7855727;CPU;ATUALIZAÇÃO DE VERSÃO;;;0;0
7855847;OUTROS;;;;0;0
7855941;OUTROS;;;;0;0
7855951;OUTROS;;;;0;0
7855949;OUTROS;;;;0;0
7855973;OUTROS;;;;0;0
7856045;PARTIDA INICIAL;;;;0;364,3
7856055;MOTOR;;;;7952,16;7952,16
7856047;PARTIDA INICIAL;;;;0;0
7856061;OUTROS;;;;0;0
7856089;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;1076,4
7856079;PARTIDA INICIAL;;;;0;1590,3
7856085;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;;0;0
7856123;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;PRESENCIAL;0;922,7
7856129;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;;0;0
7856217;PARTIDA INICIAL;;;;0;1028,5
7856223;PARTIDA INICIAL;;;;0;0
7856225;PARTIDA INICIAL;;;;0;0
7856317;PARTIDA INICIAL;;;;0;465,8
7856325;OUTROS;;;;0;0
7856329;OUTROS;;;;0;0
7856331;CPU;CORREÇÃO DE ERRO;E702 - DSP – (MISSMATCH) ERRO NA CHAVE PÚBLICA;;0;0
7856447;OUTROS;;;;0;0
7856353;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;457,7
7856359;CHAMADO CANCELADO;;;;0;0
7856363;CPU;TROCA POR OUTROS MOTIVOS;;;1032,32;1032,32
7856391;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;0
7856441;RECEPTÁCULO;TROCA DA MOLA;;;0;261,4
7856523;OUTROS;;;;0;0
7856569;OUTROS;;;;0;0
7856571;TECLADO;MEMBRANA;;;86,6;301,6
7856769;PARTIDA INICIAL;;;;0;1098
7856771;PARTIDA INICIAL;;;;0;0
7856777;PARTIDA INICIAL;;;;0;0
7856885;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;0
