SS;TIPO_ERRO;DESC_ERRO;CÓD_ERRO;DETALHES_ERRO;VALOR_PECA;VALOR_TOTAL
7856891;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;1386,8
7856907;BREAKAWAY;TROCA POR ROMPIMENTO INDEVIDO;;;0;576,6
7856911;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;0
7856913;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;0
7856919;PARTIDA INICIAL;;;;0;415
7856927;VÁLVULA SOLENÓIDE;TROCA DA VÁLVULA;;;153,04;1296,14
7856947;OUTROS;;;;0;0
7856951;CPU;ATUALIZAÇÃO DE VERSÃO;;;0;495,8
7856961;PARTIDA INICIAL;;;;0;1178,5
7856967;PARTIDA INICIAL;;;;0;0
7856969;PARTIDA INICIAL;;;;0;0
7856987;MANGUEIRA;TROCA POR VAZAMENTO NO TERMINAL GIRATÓRIO;;;0;215
7857029;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;PRESENCIAL;0;302
7857051;CPU;REPROGRAMAÇÃO;;;0;821,2
7857271;PARTIDA INICIAL;;;;0;265
7857627;PARTIDA INICIAL;;;;0;344
7857629;PARTIDA INICIAL;;;;0;1065,4
7857631;CPU;CORREÇÃO DE ERRO;E703 - DISPLAY INVALIDOU TRANSAÇÃO ASSINADA;;0;0
7857641;PARTIDA INICIAL;;;;0;1287,6
7857645;PARTIDA INICIAL;;;;0;0
7857655;DISPLAY;RETIRADA DE MAU CONTATO;;;0;273
7857663;BICO;TROCA DO BICO NÃO DESARMA;;;0;925,6
7857665;PARTIDA INICIAL;;;;0;0
7857681;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;538,9
7857689;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;PRESENCIAL;0;623
7857703;OUTROS;;;;0;0
7857719;CPU;REPROGRAMAÇÃO;;;0;1064,8
7857747;MODO DE FALHA NÃO CLASSIFICADO;;;;0;602,7
7857783;CPU;REPROGRAMAÇÃO;;;0;1166,3
7857807;PARTIDA INICIAL;;;;0;215
7857877;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;333,9
7857947;PARTIDA INICIAL;;;;0;561,5
7857957;PARTIDA INICIAL;;;;0;0
7857987;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;PRESENCIAL;0;538,9
7858039;OUTROS;;;;0;0
7858025;PARTIDA INICIAL;;;;0;723
7858027;PARTIDA INICIAL;;;;0;0
7858029;PARTIDA INICIAL;;;;0;0
7858041;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;258,5
7858051;CHAMADO INDEVIDO;LIMPEZA/DESTRAVAMENTO DO EIXO E ROTOR DA COMPACTA;;BIODIESEL;0;0
7858075;BICO;TROCA DO BICO POR DESARME ANTES DO TERMINO DO ABASTECIMENTO;;;0;928,5
7858117;CPU;CORREÇÃO DE ERRO;E700 - DSP - FALHA EM RECUPERAR DADOS CRÍTICOS;;0;310,7
7858157;PARTIDA INICIAL;;;;0;1076,2
7858159;PARTIDA INICIAL;;;;0;0
7858175;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;215
7858177;PARTIDA INICIAL;;;;0;394
7858189;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;258,5
7858201;PARTIDA INICIAL;;;;0;0
7858217;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;PRESENCIAL;0;457,7
7858253;PARTIDA INICIAL;;;;0;261,4
7858345;CPU;ATUALIZAÇÃO DE VERSÃO;;;0;914
7858347;OUTROS;;;;0;0
7858423;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;PRESENCIAL;0;623
7858451;CPU;REPROGRAMAÇÃO;;;0;695,5
7858515;CPU;REPROGRAMAÇÃO;;;0;599,8
7858557;ADESIVO;;;;278,8;724,9
7858613;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;945,9
7858633;CPU;CORREÇÃO DE ERRO;E702 - DSP – (MISSMATCH) ERRO NA CHAVE PÚBLICA;;0;0
7858639;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;;0;0
7858643;BARREIRA INTRÍNSECA;TROCA POR INOPERANCIA;;;89,88;1256,18
7858691;VISITA IMPRODUTIVA;EQUIPAMENTO FUNCIONANDO NORMALMENTE - PROBLEMA DE AUTOMAÇÃO;;;0;1511,5
7858823;OUTROS;;;;0;0
7858825;OUTROS;;;;0;0
7858829;OUTROS;;;;0;0
7858831;OUTROS;;;;0;0
7858859;OUTROS;;;;0;0
7858845;PARTIDA INICIAL;COM FALHA;;;0;817,4
7858935;PARTIDA INICIAL;;;;0;315
7858939;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;1061,9
7858941;BLOCO MEDIDOR;CALIBRAÇÃO POR AFERIÇÃO NÃO CONFORME;;;0;611,4
7858943;ESTRUTURA;;;;110,45;325,45
7858955;BICO;TROCA DO BICO POR NÃO ARMAR;;;0;827
7858945;CHAMADO INDEVIDO;LIMPEZA DA VÁLVULA SOLENÓIDE;;;0;1038,7
7858947;CHAMADO INDEVIDO;LIMPEZA DA VÁLVULA SOLENÓIDE;;;0;0
7858953;MULTIMÍDIA;PLACA JADE INOPERANTE;;;491,18;1144,51
7858979;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;1018,4
7858987;OUTROS;;;;0;0
7859093;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;0
7859057;OUTROS;;;;0;0
7859175;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;PRESENCIAL;0;518,6
7859183;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;489,6
7859275;CHAMADO INDEVIDO;;;;0;348,4
7859297;FONTE;TROCA DA FONTE;;;0;2143,7
7859309;OUTROS;;;;0;0
7859319;PARTIDA INICIAL;;;;0;365
7859321;PARTIDA INICIAL;;;;0;0
7859323;PARTIDA INICIAL;COM FALHA;;;0;0
7859505;PARTIDA INICIAL;;;;0;258,5
7859511;OUTROS;;;;0;0
7859513;CHAMADO INDEVIDO;LIMPEZA DE DISCO MAGNÉTICO;;BIODIESEL;0;1148,9
7859519;CPU;CORREÇÃO DE ERRO;E703 - DISPLAY INVALIDOU TRANSAÇÃO ASSINADA;;0;695,5
7859527;MODO DE FALHA NÃO CLASSIFICADO;;;;0;1302,7
7859531;MODO DE FALHA NÃO CLASSIFICADO;;;;0;608,5
7859543;MOTOR;TROCA DO MOTOR POR ERRO DE TENSÃO;;;0;273
7859545;CPU;REPROGRAMAÇÃO;;;0;1090,9
7859637;OUTROS;;;;0;0
7859643;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;;0;0
7859649;OUTROS;;;;0;0
7859679;CPU;REPROGRAMAÇÃO;;;0;562,1
7859713;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;1311,4
7859849;RECEPTÁCULO;TROCA DA ALAVANCA DE ACIONAMENTO;;;0;215
7859871;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;;0;0
7860081;PARTIDA INICIAL;;;;0;1966,5
7860083;PARTIDA INICIAL;;;;0;805,8
7860087;PARTIDA INICIAL;;;;0;1943,8
7860089;PARTIDA INICIAL;;;;0;0
7860091;PARTIDA INICIAL;;;;0;1993,8
7860093;PARTIDA INICIAL;;;;0;0
7860095;PARTIDA INICIAL;;;;0;0
7860097;PARTIDA INICIAL;;;;0;0
7860099;PARTIDA INICIAL;;;;0;0
7860101;PARTIDA INICIAL;;;;0;0
7860103;PARTIDA INICIAL;;;;0;0
7860105;PARTIDA INICIAL;;;;0;0
7860107;PARTIDA INICIAL;;;;0;0
7860111;BLOCO MEDIDOR;TROCA DO BLOCO POR OUTRAS CAUSAS;;;629,75;870,85
7860133;PARTIDA INICIAL;;;;0;1135,6
7860119;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;608,62
7860135;PARTIDA INICIAL;;;;0;0
7860145;OUTROS;;;;0;0
7860205;PARTIDA INICIAL;;;;0;764
7860211;CPU;REPROGRAMAÇÃO;;;0;752,7
7860231;CPU;REPROGRAMAÇÃO;;;0;0
7860241;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;752,7
7860245;CPU;REPROGRAMAÇÃO;;;0;0
7860255;CPU;REPROGRAMAÇÃO;;;0;0
7860279;CPU;REPROGRAMAÇÃO;;;0;0
7860295;BICO;TROCA DO BICO POR VAZAMENTO NA PONTEIRA;;;0;812,5
7860333;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;599,8
7860331;VÁLVULA SOLENÓIDE;TROCA DA VÁLVULA;;;0;428,7
7860363;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;215
7860393;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;0
7860419;TECLADO;MAU CONTATO NO CABO;;;0;299,1
7860459;CPU;REPROGRAMAÇÃO;;;0;1079,3
7860475;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;BIODIESEL;0;707,1
7860483;OUTROS;;;;0;0
7860485;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;PRESENCIAL;0;457,7
7860487;OUTROS;;;;0;0
7860491;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;258,5
7860499;RECEPTÁCULO;TROCA DA MOLA;;;0;660,7
7860511;BICO;TROCA DO BICO POR VAZAMENTO NA PONTEIRA;;;0;1006,8
7860527;BICO;TROCA DO BICO POR DESARME ANTES DO TERMINO DO ABASTECIMENTO;;;0;899,5
7860531;VISITA IMPRODUTIVA;EQUIPAMENTO FUNCIONANDO NORMALMENTE;;;0;567,9
7860555;BICO;TROCA DO BICO NÃO DESARMA;;;0;0
7860541;CPU;CORREÇÃO DE ERRO;E702 - DSP – (MISSMATCH) ERRO NA CHAVE PÚBLICA;;0;695,5
7860583;CHAMADO CANCELADO;;;PRESENCIAL;0;215
7860619;OUTROS;;;;0;0
7860621;OUTROS;;;;0;0
7860633;OUTROS;;;;0;0
7860635;OUTROS;;;;0;0
7860935;PARTIDA INICIAL;;;;0;736,2
7860939;PARTIDA INICIAL;;;;0;0
7860949;PARTIDA INICIAL;;;;0;2301,5
7860951;PARTIDA INICIAL;;;;0;0
7860969;PARTIDA INICIAL;;;;0;697,8
7860971;PARTIDA INICIAL;COM FALHA;;;0;360,7
7860975;PARTIDA INICIAL;;;;0;778,7
7860977;PARTIDA INICIAL;;;;0;701,4
7860979;PARTIDA INICIAL;;;;0;0
7860983;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;0
7860989;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;545,6
7860993;PARTIDA INICIAL;COM FALHA;;;0;1520,4
7861005;BLOCO MEDIDOR;VÁLVULA DISTRIBUIDORA;;;0;2108,9
7861007;OUTROS;;;;0;0
7861011;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;PRESENCIAL;0;766,1
7861009;PARTIDA INICIAL;COM FALHA;;;0;0
7861017;PARTIDA INICIAL;;;;0;4818,2
7861019;PARTIDA INICIAL;COM FALHA;;;0;0
7861021;PARTIDA INICIAL;;;;0;0
7861025;PARTIDA INICIAL;COM FALHA;;;0;0
7861043;CPU;CORREÇÃO DE ERRO;E703 - DISPLAY INVALIDOU TRANSAÇÃO ASSINADA;;0;215
7861087;CPU;REPROGRAMAÇÃO;;;0;1079,3
7861125;CHAMADO INDEVIDO;LIMPEZA DO FILTRO DA COMPACTA;;BIODIESEL;0;1012,6
7861161;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;599,8
7861271;ESTRUTURA;;;;214,74;1282,44
7861299;CPU;REPROGRAMAÇÃO;;;0;603,2
7861297;CPU;CORREÇÃO DE ERRO;E703 - DISPLAY INVALIDOU TRANSAÇÃO ASSINADA;;0;0
7861311;CPU;REPROGRAMAÇÃO;;;0;844,4
7861317;CPU;REPROGRAMAÇÃO;;;0;844,4
7861327;PARTIDA INICIAL;;;;0;261,4
7861397;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;;0;0
7861401;CPU;CORREÇÃO DE ERRO;E703 - DISPLAY INVALIDOU TRANSAÇÃO ASSINADA;;0;0
7861409;BICO;TROCA DO BICO NÃO DESARMA;;;0;0
7861405;OUTROS;;;;0;0
7861421;OUTROS;;;;0;0
7861433;BICO;TROCA DO BICO NÃO DESARMA;;;113,55;113,55
7861501;PARTIDA INICIAL;;;;0;1495,1
7861505;PARTIDA INICIAL;;;;0;0
7861513;PARTIDA INICIAL;;;;0;0
7861517;PARTIDA INICIAL;;;;0;0
7861661;PARTIDA INICIAL;;;;0;215
7861665;OUTROS;;;;0;0
7861663;MULTIMÍDIA;TROCA DO TECLADO POR FALHA DE SENSIBILIDADE;;;0;215
7861673;MODO DE FALHA NÃO CLASSIFICADO;;;;0;215
7861677;CHAMADO INDEVIDO;LIMPEZA DO FILTRO DA COMPACTA;;GASOLINA;0;0
7861699;MANGUEIRA;TROCA POR VAZAMENTO NO TERMINAL GIRATÓRIO;;;251,27;251,27
7861683;MODO DE FALHA NÃO CLASSIFICADO;;;;0;1021,3
7861707;BICO;TROCA DO BICO POR NÃO ARMAR;;;191,82;546,02
7861779;DISPLAY;TROCA DO CABO;;;0;521,5
7861817;CPU;ATUALIZAÇÃO DE VERSÃO;;;0;472,2
7861819;OUTROS;;;;0;0
7861823;OUTROS;;;;0;0
7861859;BLOCO MEDIDOR;TROCA DO BLOCO POR OUTRAS CAUSAS;;;0;669,4
7861861;CHAMADO INDEVIDO;LIMPEZA DA VÁLVULA SOLENÓIDE;;BIODIESEL;0;518,6
7861905;OUTROS;;;;0;0
7861929;CPU;CORREÇÃO DE ERRO;E703 - DISPLAY INVALIDOU TRANSAÇÃO ASSINADA;;0;0
7861931;OUTROS;;;;0;0
7861945;PARTIDA INICIAL;;;;0;320,1
7862061;PARTIDA INICIAL;;;;0;579,5
7862039;OUTROS;;;;0;0
7862077;PARTIDA INICIAL;;;;0;1008,1
7862079;PARTIDA INICIAL;;;;0;0
7862127;PARTIDA INICIAL;;;;0;1053,3
7862229;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;545,6
7862233;OUTROS;;;;0;0
7862243;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;660,7
7862255;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;1006,8
7862261;BICO;TROCA DO BICO NÃO DESARMA;;;324,41;1467,51
7862291;OUTROS;;;;0;0
7862303;CPU;CORREÇÃO DE ERRO;E703 - DISPLAY INVALIDOU TRANSAÇÃO ASSINADA;;0;0
7862305;OUTROS;;;;0;0
7862405;BLOCO MEDIDOR;;;;0;0
7862511;OUTROS;;;;0;0
7862617;BARREIRA INTRÍNSECA;TROCA POR INOPERANCIA;;;0;695,5
7862631;CPU;CORREÇÃO DE ERRO;E099 - ÁREAS DE MEMÓRIA DANIFICADAS/CORROMPIDAS;;0;0
7862661;PARTIDA INICIAL;;;;0;1952,7
7862667;PARTIDA INICIAL;;;;0;0
7862675;PARTIDA INICIAL;;;;0;0
7862683;OUTROS;;;;0;0
7862715;PARTIDA INICIAL;;;;0;712,3
7862737;BICO;TROCA DO BICO POR VAZAMENTO NA PONTEIRA;;;0;215
7862769;CPU;CORREÇÃO DE ERRO;E702 - DSP – (MISSMATCH) ERRO NA CHAVE PÚBLICA;;0;0
7862781;PARTIDA INICIAL;;;;0;1176,6
7862789;PARTIDA INICIAL;;;;0;852,4
7862785;PARTIDA INICIAL;;;;0;0
7862791;PARTIDA INICIAL;;;;0;0
7862811;PARTIDA INICIAL;COM FALHA;;;0;1669,2
7862813;PARTIDA INICIAL;;;;0;0
7862819;PARTIDA INICIAL;;;;0;874,1
7862821;PARTIDA INICIAL;;;;0;0
7862827;PARTIDA INICIAL;;;;0;1115,4
7862893;PARTIDA INICIAL;;;;0;1066,1
7862895;PARTIDA INICIAL;;;;0;959,5
7862897;PARTIDA INICIAL;;;;0;0
7862899;PARTIDA INICIAL;;;;0;0
7862907;PARTIDA INICIAL;;;;0;1197,5
7862905;PARTIDA INICIAL;;;;0;261,4
7862909;PARTIDA INICIAL;;;;0;0
7862915;OUTROS;;;;0;0
7862919;SUPORTE AO CLIENTE;;;;0;0
7862923;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;1386,8
7862929;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;215
7862953;CPU;CORREÇÃO DE ERRO;BTL001 - VIOLAÇÃO DETECTADA NO BOOTLOADER;;0;0
7862957;OUTROS;;;;0;0
7862991;OUTROS;;;;0;0
7863021;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;PRESENCIAL;0;937
7863029;BLOCO MEDIDOR;;;;0;0
7863033;VÁLVULA SOLENÓIDE;TROCA DA VÁLVULA;;;0;1375,2
7863061;CHAMADO INDEVIDO;OUTROS;;;0;821,2
7863069;COMPACTA;REGULAGEM DO BY;;;0;290,4
7863067;CHAMADO CANCELADO;;;;0;0
7863083;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;PRESENCIAL;0;215
7863097;CPU;CORREÇÃO DE ERRO;E099 - ÁREAS DE MEMÓRIA DANIFICADAS/CORROMPIDAS;;0;0
7863281;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;2106
7863285;OUTROS;;;;0;0
7863297;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;PRESENCIAL;0;0
7863305;CPU;REPROGRAMAÇÃO;;;0;928,5
7863315;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;0
7863407;CPU;CORREÇÃO DE ERRO;E702 - DSP – (MISSMATCH) ERRO NA CHAVE PÚBLICA;;0;0
7863511;RECEPTÁCULO;TROCA DA ALAVANCA DE ACIONAMENTO;;;0;215
7863513;CPU;CORREÇÃO DE ERRO;E702 - DSP – (MISSMATCH) ERRO NA CHAVE PÚBLICA;;0;0
7863531;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;0
7863537;PARTIDA INICIAL;;;;0;1289,4
7863543;COMPACTA;REGULAGEM DO BY;;GASOLINA;0;232,4
7863551;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;PRESENCIAL;0;304,9
7863573;CHAMADO INDEVIDO;LIMPEZA DA CHECK VÁLVULA DA COMPACTA;;GASOLINA;0;611,4
7863575;BLOCO MEDIDOR;TROCA DO BLOCO POR OUTRAS CAUSAS;;BIODIESEL;0;1090,9
7863579;VÁLVULA SOLENÓIDE;TROCA DA VÁLVULA;;;192,91;1283,81
7863581;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;PRESENCIAL;0;1015,5
7863603;OUTROS;;;;0;0
7863607;OUTROS;;;;0;0
7863625;CPU;CORREÇÃO DE ERRO;E703 - DISPLAY INVALIDOU TRANSAÇÃO ASSINADA;;0;603,2
7863657;PARTIDA INICIAL;;;;0;2027,4
7863713;PARTIDA INICIAL;;;;0;0
7863679;CHAMADO CANCELADO;;;;0;215
7863679;CHAMADO CANCELADO;;;;0;215
7863719;MODO DE FALHA NÃO CLASSIFICADO;;;;0;1879,8
7863837;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;1482,5
7863839;CPU;TROCA POR OUTROS MOTIVOS;;;0;695,5
7863861;CPU;CORREÇÃO DE ERRO;E703 - DISPLAY INVALIDOU TRANSAÇÃO ASSINADA;;0;0
7863895;PULSER;;;;95,32;553,02
7863893;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;215
7864029;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;0
7864311;BICO;TROCA DO BICO POR NÃO ARMAR;;;171,18;998,18
7864315;CHAMADO INDEVIDO;LIMPEZA DE DISCO MAGNÉTICO;;BIODIESEL;0;267,2
7864327;PARTIDA INICIAL;;;;0;1074,1
7864363;BLOCO MEDIDOR;TROCA DO BLOCO POR NÃO ACEITAR CALIBRAÇÃO;;;0;608,5
7864377;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;;0;0
7864393;PARTIDA INICIAL;;;;0;616,6
7864397;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;0
7864403;OUTROS;;;;0;0
7864427;PARTIDA INICIAL;;;;0;964,6
7864417;CPU;REPROGRAMAÇÃO;;;0;278,8
7864437;CHAMADO INDEVIDO;LIMPEZA DA VÁLVULA SOLENÓIDE;;;0;1006,8
7864435;CPU;ATUALIZAÇÃO DE VERSÃO;;;0;752,7
7864451;PARTIDA INICIAL;;;;0;990
7864481;BICO;TROCA DO BICO POR VAZAMENTO NA PONTEIRA;;;140,17;661,67
7864487;PARTIDA INICIAL;;;;0;0
7864495;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;1102,5
7864529;CHAMADO INDEVIDO;LIMPEZA DO FILTRO DA COMPACTA;;;0;468,7
7864519;PLACA BLUETOOTH;INOPERANTE;;;0;1085,1
7864517;CPU;REPROGRAMAÇÃO;;;0;934,3
7864541;OUTROS;;;;0;0
7864549;OUTROS;;;;0;0
7864553;OUTROS;;;;0;0
7864569;FONTE;TROCA DA FONTE;;;0;928,5
7864577;CPU;CORREÇÃO DE ERRO;E310 - ULTRAPASSADO VALOR PREDETERMINADO;;0;351,3
7864571;PARTIDA INICIAL;;;;0;811,6
7864575;PARTIDA INICIAL;;;;0;0
7864579;PARTIDA INICIAL;;;;0;0
7864611;ESTRUTURA;BOMBA DANIFICADA NO TRANSPORTE;;;0;1555
7864637;ESTRUTURA;;;;85,82;956,32
7864679;PARTIDA INICIAL;;;;0;1503,1
7864685;PARTIDA INICIAL;;;;0;0
7864703;COMPACTA;CHECK VÁLVULA;;;0;244
7864787;PARTIDA INICIAL;;;;0;1662,3
7864783;PARTIDA INICIAL;;;;0;1206,8
7864789;PARTIDA INICIAL;;;;0;0
7864805;CPU;REPROGRAMAÇÃO;;;0;692,6
7864811;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;1088
7864825;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;0
7864829;OUTROS;;;;0;0
7864955;CHAMADO INDEVIDO;OUTROS;;PRESENCIAL;0;603,2
7864975;CPU;TROCA POR OUTROS MOTIVOS;;;1032,32;2964,32
7864975;CPU;TROCA POR OUTROS MOTIVOS;;;1032,32;2964,32
7865093;DISPLAY;TROCA DO CABO;;;77,53;878,03
7865101;CPU;REPROGRAMAÇÃO;;;0;1030
7865103;OUTROS;;;;0;1035,8
7865105;PARTIDA INICIAL;;;;0;768,8
7865123;BLOCO MEDIDOR;TROCA DO BLOCO POR OUTRAS CAUSAS;;;7817,84;8111,14
7865107;PARTIDA INICIAL;;;;0;0
7865109;PARTIDA INICIAL;;;;0;0
7865113;ESTRUTURA;BOMBA DANIFICADA NO TRANSPORTE;;;0;0
7865111;PARTIDA INICIAL;;;;0;0
7865121;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;PRESENCIAL;0;527,3
7865133;COMPACTA;REGULAGEM DO BY;;;0;1273,7
7865179;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;215
7865187;PARTIDA INICIAL;;;;0;0
7865195;PARTIDA INICIAL;;;;0;0
7865211;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;PRESENCIAL;593,56;837,56
7865209;OUTROS;;;;0;0
7865231;BICO;TROCA DO BICO NÃO DESARMA;;;80,37;80,37
7865265;COMPACTA;REGULAGEM DO BY;;;0;565
7865293;PARTIDA INICIAL;;;;0;573,1
7865269;BICO;TROCA DO BICO POR VAZAMENTO NA PONTEIRA;;;0;215
7865283;DISPLAY;RETIRADA DE MAU CONTATO;;;0;521,5
7865301;CHAMADO INDEVIDO;LIMPEZA DE DISCO MAGNÉTICO;;BIODIESEL;0;1172,1
7865299;PARTIDA INICIAL;;;;0;0
7865353;OUTROS;;;;0;0
7865415;TUBO DE DESCARGA;TROCA DO ANEL DE VEDAÇÃO;;BIODIESEL;0;821,2
7865419;PARTIDA INICIAL;;;;0;1165,3
7865423;PARTIDA INICIAL;;;;0;0
7865495;PARTIDA INICIAL;;;;0;605,4
7865529;PARTIDA INICIAL;;;;0;680,4
7865539;VÁLVULA SOLENÓIDE;TROCA DA VÁLVULA;;;0;596,9
7865593;PARTIDA INICIAL;;;;0;1215,4
7865605;PARTIDA INICIAL;;;;0;0
7865613;PARTIDA INICIAL;;;;0;0
7865647;CPU;REPROGRAMAÇÃO;;;0;1099,6
7865681;PARTIDA INICIAL;;;;0;1046,5
7865867;CPU;REPROGRAMAÇÃO;;;0;695,5
7865893;PARTIDA INICIAL;;;;0;1000
7865923;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;PRESENCIAL;0;434,5
7865963;OUTROS;;;;0;0
7865965;OUTROS;;;;0;0
7865967;OUTROS;;;;0;0
7865971;OUTROS;;;;0;0
7865977;OUTROS;;;;0;0
7865979;OUTROS;;;;0;0
7866015;MOTOR;TROCA DO MOTOR POR ERRO DE TENSÃO;;;1648,51;6154,61
7866097;PARTIDA INICIAL;;;;0;518,6
7866099;CPU;CORREÇÃO DE ERRO;E703 - DISPLAY INVALIDOU TRANSAÇÃO ASSINADA;;0;0
7866101;CPU;CORREÇÃO DE ERRO;E703 - DISPLAY INVALIDOU TRANSAÇÃO ASSINADA;;0;0
7866101;CPU;CORREÇÃO DE ERRO;E703 - DISPLAY INVALIDOU TRANSAÇÃO ASSINADA;;0;0
7866105;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;PRESENCIAL;0;0
7866139;PARTIDA INICIAL;;;;0;590,5
7866169;PARTIDA INICIAL;;;;0;0
7866181;PARTIDA INICIAL;;;;0;0
7866183;PARTIDA INICIAL;;;;0;590,5
7866189;PARTIDA INICIAL;;;;0;0
7866217;PARTIDA INICIAL;;;;0;1140,7
7866235;PARTIDA INICIAL;;;;0;379,5
7866239;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;1482,5
7866317;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;1595,6
7866319;CHAMADO CANCELADO;;;;0;652,1
7866325;DENSÍMETRO;;;;0;0
7866337;CPU;CORREÇÃO DE ERRO;E703 - DISPLAY INVALIDOU TRANSAÇÃO ASSINADA;;0;273
7866357;BICO;AJUSTES / REPARO NO BICO;;;0;766,1
7866383;PARTIDA INICIAL;;;;0;365
7866387;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;1581,5
7866403;CPU;REPROGRAMAÇÃO;;;0;278,8
7866483;OUTROS;;;;0;0
